year,month,day,obs_duration,obs_day,obs_night,home_time,dist_traveled,max_dist_home,radius,diameter,num_sig_places,entropy,total_flight_time,av_flight_length,sd_flight_length,av_flight_duration,sd_flight_duration,total_pause_time,av_pause_duration,sd_pause_duration
2022,2,16,21.261490000022782,21.222601111133894,0.03888888888888889,24.0,0.046,0.026665329421124047,0.004431260642343975,0.026542184393631242,1,-9.999950000398841e-06,0.003937597407235039,0.023,0.004,0.0019687987036175196,0.0008089790741602579,23.996062402592766,3.4280089146561092,7.316790296240064
2022,2,17,0.25277777777777777,0.25277777777777777,0.0,21.683978027237785,1.78,0.19388795601193243,0.03178339598958728,0.2547250092481414,4,0.9062620885849725,0.28067918479442594,0.032962962962962965,0.032946625164641204,0.005197762681378258,0.003873429769983832,23.719320815205574,0.4392466817630662,1.621260895037063
2022,2,18,0.2777777777777778,0.2777777777777778,0.0,11.579545555578338,2.863,0.5248959748187865,0.07602768795224621,0.6943375266358726,8,1.23422281448324,0.3092598869403203,0.05205454545454546,0.05409971204151836,0.005622907035278552,0.00920899307187374,23.69074011305968,0.3701678142665575,1.5762491801590048
2022,2,19,0.3111111111111111,0.225,0.08611111111111111,4.9829544444216625,4.809,1.3862700332395377,0.13644096873364708,1.4869066927583503,6,1.4091065803272895,0.28525173935625286,0.075140625,0.14866109393385135,0.004457058427441451,0.0035420811994033344,23.71474826064375,0.3487462979506433,1.3215204785994188
2022,2,20,0.2222222222222222,0.10555555555555556,0.11666666666666667,8.618648902575176,71.693,23.19898634487037,3.8488344123953717,33.99755962686052,8,1.4851531806257825,1.2807294464111327,0.4345030303030303,1.043084224056555,0.007761996644915957,0.004903397784167609,22.719270553588867,0.14657593905541205,0.45512803829332515
2022,2,21,0.15833333333333333,0.11388888888888889,0.044444444444444446,21.422714946269988,4.933,1.6762745208042833,0.039006435958852656,1.7612540124301599,2,0.6679695138459637,0.23649288482136196,0.1203170731707317,0.2380319141365948,0.0057681191419844385,0.0050972242209614315,23.763507115178637,0.495073064899555,1.913580515852475
2022,2,22,0.044444444444444446,0.011111111111111112,0.03333333333333333,23.980654995044073,0.134,0.05986481685493208,0.01775072631620396,0.07091177449520136,1,-9.999950000398841e-06,0.015677896870507135,0.04466666666666667,0.022065558884580488,0.005225965623502378,0.0041809583817740805,23.984322103129493,3.4263317290184987,4.142365532166722
2022,2,23,0.15555555555555556,0.06111111111111111,0.09444444444444444,15.693352577620082,19.475,9.161336620111154,3.099146635655908,9.255766186427328,3,0.8493415597820368,0.4725351823038525,0.33008474576271185,1.1904934497237292,0.008009070886505975,0.01288387909548857,23.52746481769615,0.3921244136282691,1.7652580249511924
2022,2,24,0.2722222222222222,0.225,0.04722222222222222,22.67064424124029,2.577,0.26952052511157143,0.022678319918700333,0.46974363418722814,4,0.8720005798864349,1.3008397976557413,0.04772222222222222,0.048519723620883436,0.02408962588251373,0.13755415832139853,22.69916020234426,0.4282860415536653,1.3839224685796034
2022,2,25,0.2972222222222222,0.25555555555555554,0.041666666666666664,19.823366862535476,5.052,0.5461966879204855,0.07834938512288199,0.7567671812965865,7,0.6986779269590206,0.4122056198782391,0.07654545454545454,0.09958172855075886,0.006245539695124835,0.0046303606015096355,23.58779438012176,0.332222456058053,1.566810350948973
2022,2,26,0.2388888888888889,0.14166666666666666,0.09722222222222222,19.5194316422277,3.516,0.5679691749379421,0.038737167424883354,0.6701859579400443,3,0.5330142253488712,0.2196023111210929,0.08371428571428571,0.10491885429413798,0.005228626455264117,0.0042011140655606625,23.780397688878907,0.4954249518516439,1.4524207148321469
2022,2,27,0.14166666666666666,0.09166666666666666,0.05,14.99137928366661,1.309,0.3274529953505271,0.14145766048051997,0.39753480141323677,3,0.8390954950045546,0.20043426990509033,0.05454166666666666,0.08600095889323302,0.008351427912712097,0.02054252496584538,23.79956573009491,0.8499844903605326,2.2260152017505135
2022,2,28,0.2777777777777778,0.14722222222222223,0.13055555555555556,21.06015559123622,1.451,0.08826767275999557,0.023274018256217638,0.1742769027675814,2,0.3622096895818824,0.1801541292667389,0.03374418604651163,0.02727644270543835,0.004189630913179974,0.0037077541541981444,23.81984587073326,0.41789203281988174,1.392770322520787
2022,3,1,0.1527777777777778,0.14166666666666666,0.011111111111111112,23.9291904507743,0.28,0.05855237921757709,0.00896824180551007,0.08418689651213696,1,-9.999950000398841e-06,0.04278392407629225,0.02,0.013212548148310702,0.003055994576878018,0.00284326403157674,23.957216075923707,0.9582886430369484,3.125966971232254
2022,3,2,0.08055555555555556,0.058333333333333334,0.022222222222222223,8.460388663477367,27.298,9.130370619324617,4.114532608213013,12.606462491943306,7,1.4652540731388337,0.5165582556194729,0.54596,1.75774333689535,0.010331165112389459,0.01700526016899394,23.483441744380528,0.460459642046677,1.4074632088143506
2022,3,3,0.38333333333333336,0.275,0.10833333333333334,10.155797142055299,77.05,30.222948149670312,7.641178418723096,30.33108743687001,6,0.7636795771522493,3.7993884691264896,0.5277397260273973,2.3711664375836654,0.02602320869264719,0.1732067911083678,20.20061153087351,0.12169043090887656,0.5559449857719302
2022,3,4,0.12777777777777777,0.07222222222222222,0.05555555555555555,10.771212222245005,20.739,19.680042710207378,8.86483454803007,19.694043799856523,3,1.0450694066620878,0.42400195260842644,0.669,3.469067653865628,0.013677482342207304,0.047634732914324435,23.575998047391575,0.7367499389809867,2.1695074236391347
