status,x0,y0,t0,x1,y1,t1,obs
2.0,35.6382005,51.12976216666666,1645033381.364,35.6382005,51.12976216666666,1645033401.364,1.0
1.0,35.6382005,51.12976216666666,1645033401.364,35.63810341666667,51.12994183333333,1645033411.364,1.0
2.0,35.63810341666667,51.12994183333333,1645033411.364,35.63810341666667,51.12994183333333,1645033431.364,1.0
2.0,35.63810341666667,51.12994183333333,1645033431.364,35.63810341666667,51.12994183333333,1645033736.364,0.0
2.0,35.63810341666667,51.12994183333333,1645033736.364,35.63810341666667,51.12994183333333,1645033796.364,1.0
1.0,35.63810341666667,51.12994183333333,1645033796.364,35.63834198412698,51.129932063492056,1645033800.5393507,0.0
2.0,35.63834198412698,51.129932063492056,1645033800.5393507,35.63834198412698,51.129932063492056,1645034106.364,0.0
2.0,35.63834198412698,51.129932063492056,1645034106.364,35.63834198412698,51.129932063492056,1645034156.364,1.0
2.0,35.63834198412698,51.129932063492056,1645034156.364,35.63834198412698,51.129932063492056,1645078864.0460582,0.0
1.0,35.63834198412698,51.129932063492056,1645078864.0460582,35.63838963854646,51.130422024533736,1645078904.0460582,0.0
2.0,35.63838963854646,51.130422024533736,1645078904.0460582,35.63838963854646,51.130422024533736,1645078924.0460582,0.0
1.0,35.63838963854646,51.130422024533736,1645078924.0460582,35.63840299376784,51.130559138337034,1645078934.0460582,0.0
2.0,35.63840299376784,51.130559138337034,1645078934.0460582,35.63840299376784,51.130559138337034,1645078954.0460582,0.0
1.0,35.63840299376784,51.130559138337034,1645078954.0460582,35.63840444444444,51.13057361111111,1645078961.364,0.0
1.0,35.63840444444444,51.13057361111111,1645078961.364,35.63856833333334,51.13025833333334,1645078971.364,1.0
2.0,35.63856833333334,51.13025833333334,1645078971.364,35.63856833333334,51.13025833333334,1645078991.364,1.0
1.0,35.63856833333334,51.13025833333334,1645078991.364,35.63844875000001,51.130301875,1645079001.364,1.0
1.0,35.63844875000001,51.130301875,1645079001.364,35.63793712174852,51.13032729220561,1645079011.364,0.0
2.0,35.63793712174852,51.13032729220561,1645079011.364,35.63793712174852,51.13032729220561,1645079051.364,0.0
1.0,35.63793712174852,51.13032729220561,1645079051.364,35.637642500000005,51.13034166666665,1645079062.8742895,0.0
2.0,35.637642500000005,51.13034166666665,1645079062.8742895,35.637642500000005,51.13034166666665,1645080031.364,0.0
1.0,35.637642500000005,51.13034166666665,1645080031.364,35.63797666666667,51.1299825,1645080041.364,1.0
2.0,35.63797666666667,51.1299825,1645080041.364,35.63797666666667,51.1299825,1645080081.364,1.0
1.0,35.63797666666667,51.1299825,1645080081.364,35.63796437500001,51.130449375000005,1645080116.656119,0.0
2.0,35.63796437500001,51.130449375000005,1645080116.656119,35.63796437500001,51.130449375000005,1645080391.364,0.0
1.0,35.63796437500001,51.130449375000005,1645080391.364,35.63804666666667,51.12998333333334,1645080441.364,1.0
1.0,35.63804666666667,51.12998333333334,1645080441.364,35.63789599986736,51.129538419138996,1645080481.364,0.0
2.0,35.63789599986736,51.129538419138996,1645080481.364,35.63789599986736,51.129538419138996,1645080731.364,0.0
1.0,35.63789599986736,51.129538419138996,1645080731.364,35.63785965629973,51.1294311412238,1645080741.364,0.0
2.0,35.63785965629973,51.1294311412238,1645080741.364,35.63785965629973,51.1294311412238,1645080991.364,0.0
1.0,35.63785965629973,51.1294311412238,1645080991.364,35.63772055555556,51.12902055555556,1645081037.1990323,0.0
2.0,35.63772055555556,51.12902055555556,1645081037.1990323,35.63772055555556,51.12902055555556,1645086911.364,0.0
1.0,35.63772055555556,51.12902055555556,1645086911.364,35.63782166666667,51.129086666666666,1645086931.364,1.0
1.0,35.63782166666667,51.129086666666666,1645086931.364,35.63787822394207,51.12924397828482,1645086941.364,0.0
2.0,35.63787822394207,51.12924397828482,1645086941.364,35.63787822394207,51.12924397828482,1645086961.364,0.0
1.0,35.63787822394207,51.12924397828482,1645086961.364,35.637941595587435,51.12942031139977,1645086971.364,0.0
2.0,35.637941595587435,51.12942031139977,1645086971.364,35.637941595587435,51.12942031139977,1645087031.364,0.0
1.0,35.637941595587435,51.12942031139977,1645087031.364,35.638005455417805,51.1295981985412,1645087041.364,0.0
2.0,35.638005455417805,51.1295981985412,1645087041.364,35.638005455417805,51.1295981985412,1645087101.364,0.0
1.0,35.638005455417805,51.1295981985412,1645087101.364,35.63823066666667,51.13022449999999,1645087107.8734424,0.0
2.0,35.63823066666667,51.13022449999999,1645087107.8734424,35.63823066666667,51.13022449999999,1645087241.364,0.0
2.0,35.63823066666667,51.13022449999999,1645087241.364,35.63823066666667,51.13022449999999,1645087261.364,1.0
1.0,35.63823066666667,51.13022449999999,1645087261.364,35.63807333333333,51.12992833333334,1645087291.364,1.0
1.0,35.63807333333333,51.12992833333334,1645087291.364,35.638150347309114,51.13001820131562,1645087301.364,0.0
