status,x0,y0,t0,x1,y1,t1,obs
1.0,35.66056777777777,51.47986861111111,1647230796.668,35.660597159722215,51.479878597222225,1647230816.668,1.0
2.0,35.660597159722215,51.479878597222225,1647230816.668,35.660597159722215,51.479878597222225,1647230846.668,1.0
1.0,35.660597159722215,51.479878597222225,1647230846.668,35.660545746206374,51.47998461152031,1647230866.668,0.0
2.0,35.660545746206374,51.47998461152031,1647230866.668,35.660545746206374,51.47998461152031,1647230876.668,0.0
1.0,35.660545746206374,51.47998461152031,1647230876.668,35.6604681054861,51.480144676567946,1647230886.668,0.0
2.0,35.6604681054861,51.480144676567946,1647230886.668,35.6604681054861,51.480144676567946,1647230896.668,0.0
1.0,35.6604681054861,51.480144676567946,1647230896.668,35.660374616778235,51.48033739666257,1647230906.668,0.0
2.0,35.660374616778235,51.48033739666257,1647230906.668,35.660374616778235,51.48033739666257,1647230916.668,0.0
1.0,35.660374616778235,51.48033739666257,1647230916.668,35.6603186,51.48045300000001,1647230937.2434213,0.0
2.0,35.6603186,51.48045300000001,1647230937.2434213,35.6603186,51.48045300000001,1647231156.668,0.0
1.0,35.6603186,51.48045300000001,1647231156.668,35.660542132491585,51.479896464309775,1647231166.668,1.0
2.0,35.660542132491585,51.479896464309775,1647231166.668,35.660542132491585,51.479896464309775,1647231206.668,1.0
1.0,35.660542132491585,51.479896464309775,1647231206.668,35.66074800704276,51.47940008857935,1647231216.668,0.0
2.0,35.66074800704276,51.47940008857935,1647231216.668,35.66074800704276,51.47940008857935,1647231291.668,0.0
1.0,35.66074800704276,51.47940008857935,1647231291.668,35.661454010067494,51.47769403950541,1647231441.668,0.0
2.0,35.661454010067494,51.47769403950541,1647231441.668,35.661454010067494,51.47769403950541,1647231741.668,0.0
1.0,35.661454010067494,51.47769403950541,1647231741.668,35.66240098328867,51.475393751041906,1647231761.668,0.0
2.0,35.66240098328867,51.475393751041906,1647231761.668,35.66240098328867,51.475393751041906,1647231811.668,0.0
1.0,35.66240098328867,51.475393751041906,1647231811.668,35.66341782901338,51.47292699945543,1647231851.668,0.0
2.0,35.66341782901338,51.47292699945543,1647231851.668,35.66341782901338,51.47292699945543,1647231901.668,0.0
1.0,35.66341782901338,51.47292699945543,1647231901.668,35.663486636338355,51.47276137940544,1647231911.668,0.0
2.0,35.663486636338355,51.47276137940544,1647231911.668,35.663486636338355,51.47276137940544,1647232011.668,0.0
1.0,35.663486636338355,51.47276137940544,1647232011.668,35.66363656760764,51.472401589837915,1647232021.668,0.0
2.0,35.66363656760764,51.472401589837915,1647232021.668,35.66363656760764,51.472401589837915,1647232171.668,0.0
1.0,35.66363656760764,51.472401589837915,1647232171.668,35.66410871363637,51.47130542727274,1647232214.3460484,0.0
2.0,35.66410871363637,51.47130542727274,1647232214.3460484,35.66410871363637,51.47130542727274,1647234396.668,0.0
2.0,35.66410871363637,51.47130542727274,1647234396.668,35.66410871363637,51.47130542727274,1647234426.668,1.0
1.0,35.66410871363637,51.47130542727274,1647234426.668,35.663889994444446,51.470807137037056,1647234436.668,1.0
2.0,35.663889994444446,51.470807137037056,1647234436.668,35.663889994444446,51.470807137037056,1647234686.668,1.0
1.0,35.663889994444446,51.470807137037056,1647234686.668,35.663969566666665,51.47070568333332,1647234689.6529179,0.0
2.0,35.663969566666665,51.47070568333332,1647234689.6529179,35.663969566666665,51.47070568333332,1647234991.668,0.0
1.0,35.663969566666665,51.47070568333332,1647234991.668,35.664041161111115,51.470755159722216,1647235001.668,1.0
2.0,35.664041161111115,51.470755159722216,1647235001.668,35.664041161111115,51.470755159722216,1647235031.668,0.0
