status,x0,y0,t0,x1,y1,t1,obs
2.0,35.76102195,51.41229630000001,1644847360.661,35.76102195,51.41229630000001,1644847380.661,1.0
2.0,35.76102195,51.41229630000001,1644847380.661,35.76102195,51.41229630000001,1644847390.661,0.0
2.0,35.76102195,51.41229630000001,1644847390.661,35.76102195,51.41229630000001,1644847400.661,1.0
2.0,35.76102195,51.41229630000001,1644847400.661,35.76102195,51.41229630000001,1644847410.661,0.0
2.0,35.76102195,51.41229630000001,1644847410.661,35.76102195,51.41229630000001,1644847420.661,1.0
2.0,35.76102195,51.41229630000001,1644847420.661,35.76102195,51.41229630000001,1644847720.661,0.0
2.0,35.76102195,51.41229630000001,1644847720.661,35.76102195,51.41229630000001,1644847740.661,1.0
2.0,35.76102195,51.41229630000001,1644847740.661,35.76102195,51.41229630000001,1644847750.661,0.0
2.0,35.76102195,51.41229630000001,1644847750.661,35.76102195,51.41229630000001,1644847760.661,1.0
2.0,35.76102195,51.41229630000001,1644847760.661,35.76102195,51.41229630000001,1644847770.661,0.0
2.0,35.76102195,51.41229630000001,1644847770.661,35.76102195,51.41229630000001,1644847780.661,1.0
2.0,35.76102195,51.41229630000001,1644847780.661,35.76102195,51.41229630000001,1644848080.661,0.0
2.0,35.76102195,51.41229630000001,1644848080.661,35.76102195,51.41229630000001,1644848100.661,1.0
2.0,35.76102195,51.41229630000001,1644848100.661,35.76102195,51.41229630000001,1644848110.661,0.0
2.0,35.76102195,51.41229630000001,1644848110.661,35.76102195,51.41229630000001,1644848120.661,1.0
2.0,35.76102195,51.41229630000001,1644848120.661,35.76102195,51.41229630000001,1644848130.661,0.0
2.0,35.76102195,51.41229630000001,1644848130.661,35.76102195,51.41229630000001,1644848140.661,1.0
2.0,35.76102195,51.41229630000001,1644848140.661,35.76102195,51.41229630000001,1644848440.661,0.0
2.0,35.76102195,51.41229630000001,1644848440.661,35.76102195,51.41229630000001,1644848460.661,1.0
2.0,35.76102195,51.41229630000001,1644848460.661,35.76102195,51.41229630000001,1644848470.661,0.0
2.0,35.76102195,51.41229630000001,1644848470.661,35.76102195,51.41229630000001,1644848480.661,1.0
2.0,35.76102195,51.41229630000001,1644848480.661,35.76102195,51.41229630000001,1644848490.661,0.0
2.0,35.76102195,51.41229630000001,1644848490.661,35.76102195,51.41229630000001,1644848500.661,1.0
2.0,35.76102195,51.41229630000001,1644848500.661,35.76102195,51.41229630000001,1644848800.661,0.0
2.0,35.76102195,51.41229630000001,1644848800.661,35.76102195,51.41229630000001,1644848820.661,1.0
2.0,35.76102195,51.41229630000001,1644848820.661,35.76102195,51.41229630000001,1644848830.661,0.0
2.0,35.76102195,51.41229630000001,1644848830.661,35.76102195,51.41229630000001,1644848840.661,1.0
2.0,35.76102195,51.41229630000001,1644848840.661,35.76102195,51.41229630000001,1644848850.661,0.0
2.0,35.76102195,51.41229630000001,1644848850.661,35.76102195,51.41229630000001,1644848860.661,1.0
2.0,35.76102195,51.41229630000001,1644848860.661,35.76102195,51.41229630000001,1644849160.661,0.0
2.0,35.76102195,51.41229630000001,1644849160.661,35.76102195,51.41229630000001,1644849180.661,1.0
2.0,35.76102195,51.41229630000001,1644849180.661,35.76102195,51.41229630000001,1644849190.661,0.0
2.0,35.76102195,51.41229630000001,1644849190.661,35.76102195,51.41229630000001,1644849200.661,1.0
2.0,35.76102195,51.41229630000001,1644849200.661,35.76102195,51.41229630000001,1644849210.661,0.0
2.0,35.76102195,51.41229630000001,1644849210.661,35.76102195,51.41229630000001,1644849220.661,1.0
2.0,35.76102195,51.41229630000001,1644849220.661,35.76102195,51.41229630000001,1644849520.661,0.0
2.0,35.76102195,51.41229630000001,1644849520.661,35.76102195,51.41229630000001,1644849540.661,1.0
2.0,35.76102195,51.41229630000001,1644849540.661,35.76102195,51.41229630000001,1644849550.661,0.0
2.0,35.76102195,51.41229630000001,1644849550.661,35.76102195,51.41229630000001,1644849560.661,1.0
2.0,35.76102195,51.41229630000001,1644849560.661,35.76102195,51.41229630000001,1644849570.661,0.0
2.0,35.76102195,51.41229630000001,1644849570.661,35.76102195,51.41229630000001,1644849580.661,1.0
2.0,35.76102195,51.41229630000001,1644849580.661,35.76102195,51.41229630000001,1644849880.661,0.0
2.0,35.76102195,51.41229630000001,1644849880.661,35.76102195,51.41229630000001,1644849900.661,1.0
2.0,35.76102195,51.41229630000001,1644849900.661,35.76102195,51.41229630000001,1644849910.661,0.0
2.0,35.76102195,51.41229630000001,1644849910.661,35.76102195,51.41229630000001,1644849920.661,1.0
2.0,35.76102195,51.41229630000001,1644849920.661,35.76102195,51.41229630000001,1644849930.661,0.0
2.0,35.76102195,51.41229630000001,1644849930.661,35.76102195,51.41229630000001,1644849940.661,1.0
2.0,35.76102195,51.41229630000001,1644849940.661,35.76102195,51.41229630000001,1644850240.661,0.0
2.0,35.76102195,51.41229630000001,1644850240.661,35.76102195,51.41229630000001,1644850250.661,1.0
2.0,35.76102195,51.41229630000001,1644850250.661,35.76102195,51.41229630000001,1644850260.661,0.0
2.0,35.76102195,51.41229630000001,1644850260.661,35.76102195,51.41229630000001,1644850290.661,1.0
2.0,35.76102195,51.41229630000001,1644850290.661,35.76102195,51.41229630000001,1644850600.661,0.0
2.0,35.76102195,51.41229630000001,1644850600.661,35.76102195,51.41229630000001,1644850610.661,1.0
2.0,35.76102195,51.41229630000001,1644850610.661,35.76102195,51.41229630000001,1644850620.661,0.0
2.0,35.76102195,51.41229630000001,1644850620.661,35.76102195,51.41229630000001,1644850630.661,1.0
